Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2021-04-28,130.81736649421998,131.5089100143574,129.619355885921,130.10635375976562,,107760100,AAPL
2021-04-29,132.92117853809344,133.50558183329358,129.00571212903608,130.00892639160156,,151101000,AAPL
2021-04-30,128.3531136734093,130.08682431063778,127.66158525646483,128.04144287109375,,109839500,AAPL
2021-05-03,128.6063403344398,130.5835645811877,128.40180963228673,129.0933380126953,,75135100,AAPL
2021-05-04,127.77848641989287,128.070688075214,123.40524078183631,124.52533721923828,,137564700,AAPL
2021-05-05,125.84023086704354,127.05772538948398,124.6422204183204,124.76884460449219,,84000900,AAPL
2021-05-06,124.56432041883825,126.37595317443133,123.82408154114476,126.36621856689453,,78128300,AAPL
2021-05-07,127.66380595625425,128.0638111341248,126.3271553590937,127.03939056396484,,78973300,AAPL
2021-05-10,126.25888455817044,126.38570894939902,123.72218831224927,123.76121520996094,,88071200,AAPL
2021-05-11,120.49278076667929,123.19532812082859,119.78055295740043,122.84410095214844,,126142800,AAPL
2021-05-12,120.39521236408822,121.60501628867115,119.27321336720668,119.78054809570312,,112172300,AAPL
2021-05-13,121.5464609574558,123.07823093502375,121.23425330099667,121.92696380615234,,105861300,AAPL
2021-05-14,123.17581112527975,124.77587651193251,122.78554964091157,124.34658813476562,,81918000,AAPL
2021-05-17,123.73193826034131,123.83926036065176,122.12211419930365,123.19532775878906,,74244600,AAPL
2021-05-18,123.47826668103308,123.89779649597985,121.74161080080381,121.80990600585938,,63342900,AAPL
2021-05-19,120.16104258276613,121.87818100914643,119.86834464183288,121.6537857055664,,92612000,AAPL
2021-05-20,122.18065274217139,124.61001915730156,122.05381347828964,124.20999908447266,,76857100,AAPL
2021-05-21,124.70755774796976,124.88317501057307,122.16111116203041,122.3757553100586,,79295400,AAPL
2021-05-24,122.94165678285485,124.82466155300955,122.87336158160026,124.00511169433594,,63092900,AAPL
2021-05-25,124.7075784829674,125.19541091008112,123.24410353248182,123.80998229980469,,72009500,AAPL
2021-05-26,123.86853731776313,124.28806716363906,123.34168536408502,123.76121520996094,,56575900,AAPL
2021-05-27,123.36118872845968,124.5319657543007,122.03430412924318,122.22943115234375,,94625600,AAPL
2021-05-28,122.51236771666937,122.73677048730885,121.51720801205188,121.57574462890625,,71311100,AAPL
2021-06-01,122.03430717883234,122.2977294109628,120.92206674340329,121.2537841796875,,67637100,AAPL
2021-06-02,121.25376479927095,122.19038778236961,121.02936949732552,122.0147705078125,,59278900,AAPL
2021-06-03,121.64403969713835,121.80989840712398,120.13177925202119,120.53179931640625,,76229200,AAPL
2021-06-04,121.04887959937938,123.08799170722506,120.83423543606743,122.8245620727539,,75169300,AAPL
2021-06-07,123.09776519522116,123.2441141916509,121.79039769931899,122.83434295654297,,71057600,AAPL
2021-06-08,123.51728685562117,125.33200387040455,123.13678395621102,123.65387725830078,,74403800,AAPL
2021-06-09,124.1124318358548,124.63928371308171,123.43923097435068,124.03437805175781,,56877900,AAPL
2021-06-10,123.92703729774797,125.06855324831824,122.8733411455855,123.03919982910156,,71186400,AAPL
2021-06-11,123.44899833208643,124.33684344114933,123.02946851727127,124.24903106689453,,53522400,AAPL
2021-06-14,124.70758548178374,127.36134728829198,123.9758479654745,127.30281066894531,,96906500,AAPL
2021-06-15,126.77596672295411,127.41989931286103,126.23935623136502,126.48326873779297,,62746300,AAPL
2021-06-16,127.19548678307785,127.7028289556805,125.33200658203938,126.98084259033203,,91815000,AAPL
2021-06-17,126.63936820067508,129.32240559947226,126.49301177385304,128.58090209960938,,96721700,AAPL
2021-06-18,127.52718422485502,128.30769210804172,127.06862765550436,127.28327178955078,,108953300,AAPL
2021-06-21,127.1271913132279,129.18581330080102,126.063736441913,129.0784912109375,,79663300,AAPL
2021-06-22,128.912661708904,130.8151765627034,128.41507059443637,130.7176055908203,,74783600,AAPL
2021-06-23,130.51271488266488,131.0493254021088,129.98585550457855,130.4444122314453,,60214200,AAPL
2021-06-24,131.17613794325877,131.36151382298493,129.69314579268672,130.16146850585938,,68711000,AAPL
2021-06-25,130.2102425761428,130.6297648884673,129.57606120699057,129.86875915527344,,70783700,AAPL
2021-06-28,130.1614721527149,131.9566646084623,130.1029355337376,131.49810791015625,,62111300,AAPL
2021-06-29,131.51763255879192,133.16648356087228,131.07859300425446,133.0103759765625,,64556100,AAPL
2021-06-30,132.8542586809143,134.0640700400228,132.56156070353867,133.62503051757812,,63261400,AAPL
2021-07-01,133.27377610064684,133.98599632611845,132.45421890843855,133.92745971679688,,52485800,AAPL
2021-07-02,134.54208999602216,136.59096035625936,134.3957484933909,136.55194091796875,,78852600,AAPL
2021-07-06,136.65929888430668,139.66428770082487,136.65929888430668,138.5618133544922,,108181800,AAPL
2021-07-07,140.04478004189397,141.36191336128311,139.1862182535438,141.04971313476562,,104911600,AAPL
2021-07-08,138.13250812343543,140.5521155930635,137.2446631833098,139.75209045410156,,105575500,AAPL
2021-07-09,139.27403406481795,142.10341304013653,139.17646311232951,141.57656860351562,,99890800,AAPL
2021-07-12,142.64979816390084,142.75712026323748,140.49360503622404,140.98143005371094,,76299700,AAPL
2021-07-13,140.52287651879445,143.8693639556699,140.1326224508896,142.0936737060547,,100827100,AAPL
2021-07-14,144.49373760521436,145.9279439651733,144.08395159902543,145.51815795898438,,127050800,AAPL
2021-07-15,145.6059901139749,146.34747864637848,143.50833398770226,144.86448669433594,,106820300,AAPL
2021-07-16,144.8450426158096,146.11337603058237,142.3278631852022,142.825439453125,,93251400,AAPL
2021-07-19,140.24968646910114,140.56190161268026,138.2203326975493,138.98133850097656,,121434600,AAPL
2021-07-20,139.96673149730913,143.51809629152285,139.4789065811411,142.59121704101562,,96350000,AAPL
2021-07-21,141.98635160042446,142.57174758950413,141.10827250404336,141.85951232910156,,74993500,AAPL
2021-07-22,142.38635852395822,144.59132208932277,142.25951926436974,143.2254180908203,,77338200,AAPL
2021-07-23,143.95714959308972,145.09865822031367,143.34248537564744,144.9425506591797,,71447400,AAPL
2021-07-26,144.6596219111436,146.18163344756866,144.10349429509156,145.36209106445312,,72434100,AAPL
2021-07-27,145.48890475095865,145.57672455410125,142.00584243486344,143.19613647460938,,104818600,AAPL
2021-07-28,141.28387882976534,143.391286472983,139.06914908747908,141.44973754882812,,118931200,AAPL
2021-07-29,141.16680912935195,142.9815188308623,141.05948702759235,142.0936737060547,,56699500,AAPL
2021-07-30,140.8643158519786,142.7668298895043,140.6008862507108,142.3082733154297,,70440600,AAPL
2021-08-02,142.79610475580563,143.37173456258094,141.7131328866216,141.9765625,,62880000,AAPL
2021-08-03,142.25952902121162,144.43522442777342,141.64486473611035,143.77178955078125,,64786600,AAPL
2021-08-04,143.6840108679653,144.1913382593153,142.7181117988245,143.37179565429688,,56368300,AAPL
2021-08-05,143.40104166770632,144.2401013148973,142.61076750096896,143.47909545898438,,46397700,AAPL
2021-08-06,143.0002897194494,143.74288917370467,142.296768169296,142.7950897216797,,54126800,AAPL
2021-08-09,142.8537139522462,143.3422697557146,142.18928521610837,142.74623107910156,,48908700,AAPL
2021-08-10,143.0882569205625,144.32919310328901,141.9743500451473,142.26748657226562,,69023100,AAPL
2021-08-11,142.70715322469806,143.36181621242878,142.19905101424288,142.52149963378906,,48493500,AAPL
2021-08-12,142.84394884807298,145.63848865290169,142.5019538202862,145.48214721679688,,72282600,AAPL
2021-08-13,145.56033337689462,146.01957707570978,144.8763581583002,145.68736267089844,,59375000,AAPL
2021-08-16,145.1401525423691,147.72950726446174,143.11753925492116,147.66110229492188,,103296000,AAPL
2021-08-17,146.7915040599331,148.20831321235303,145.67759718518755,146.75242614746094,,92229700,AAPL
2021-08-18,146.37136871129022,147.2703098892412,142.80490125480077,143.01010131835938,,86326000,AAPL
2021-08-19,141.71049530140775,144.61251796964282,141.19262734198236,143.34226989746094,,86960300,AAPL
2021-08-20,144.06536865206095,145.10110479232438,143.4204712746936,144.79820251464844,,60549600,AAPL
2021-08-23,144.91546637401214,146.75244155345382,144.5050811570284,146.28343200683594,,60131800,AAPL
2021-08-24,146.02934262692168,147.40707372149436,145.73620613091066,146.19544982910156,,48606400,AAPL
2021-08-25,146.3811034364789,146.87943995254733,144.41711425947602,144.96429443359375,,58991300,AAPL
2021-08-26,144.95449774548743,145.70686286954728,144.1337127499538,144.16302490234375,,48597200,AAPL
2021-08-27,144.1044163600025,145.3453522818871,143.4692997760321,145.19879150390625,,55802400,AAPL
2021-08-30,145.5896753840009,149.97691325126357,145.20860233340446,149.61537170410156,,90956700,AAPL
2021-08-31,149.16586282859998,149.30265785841414,147.82720977662575,148.3548583984375,,86453100,AAPL
2021-09-01,149.3319699829077,151.43275399237308,148.85317992388826,149.019287109375,,80313700,AAPL
2021-09-02,150.34817499884036,151.17872592141705,148.91181958328025,150.13320922851562,,71115500,AAPL
2021-09-03,150.24069238740682,151.09078972052774,149.5860293255129,150.76834106445312,,57808700,AAPL
2021-09-07,151.42303452779782,153.66061425099002,150.85630782844845,153.10366821289062,,82278300,AAPL
2021-09-08,153.38700877891932,153.4456331023822,150.45567332943037,151.559814453125,,74420200,AAPL
2021-09-09,151.93110647020356,152.53691096459315,150.4263460744376,150.54360961914062,,57305700,AAPL
2021-09-10,151.45234744847278,151.92135699493102,145.2965393767227,145.56036376953125,,140893200,AAPL
2021-09-13,147.18232700871462,147.9542386226374,145.3453524055779,146.12704467773438,,102404300,AAPL
2021-09-14,146.9087519585389,147.61227358439965,143.5474852815467,144.7297821044922,,109296300,AAPL
2021-09-15,145.15971382126716,146.0195769004921,143.01983678244974,145.61895751953125,,83281300,AAPL
2021-09-16,145.04246503666727,145.56033305169905,143.8503875542624,145.3844451904297,,68034100,AAPL
2021-09-17,145.41380316434896,145.41380316434896,142.42382816362286,142.7169647216797,,129868800,AAPL
2021-09-20,140.50869758793672,141.5248874282257,138.03660561412693,139.6683807373047,,123478900,AAPL
2021-09-21,140.6356810985669,141.29035906389458,139.51200859720305,140.14712524414062,,75834000,AAPL
2021-09-22,141.14378392401113,143.0784609405733,140.4109501394529,142.51174926757812,,76404300,AAPL
2021-09-23,143.29342671393508,143.71359250338787,142.30654925147212,143.4693145751953,,64838200,AAPL
2021-09-24,142.32609558654582,144.09466540021555,142.2283784515029,143.5572509765625,,53477900,AAPL
2021-09-27,142.14041120568638,142.6192012084837,140.52818319327758,142.04269409179688,,74150700,AAPL
2021-09-28,139.9712677848058,141.43693551030117,138.44697573581755,138.6619415283203,,108972300,AAPL
2021-09-29,139.2090912773067,141.1437680766469,138.77915978644447,139.56085205078125,,74602000,AAPL
2021-09-30,140.37185613978193,141.07537768507382,138.0463257589815,138.26129150390625,,89056700,AAPL
2021-10-01,138.65214546670163,139.64880358400276,135.9260103602956,139.38497924804688,,94639600,AAPL
2021-10-04,138.5153346198599,138.95504676613083,135.10522468851968,135.95530700683594,,98322000,AAPL
2021-10-05,136.29728740091528,138.9843440041992,136.17025813588964,137.8802032470703,,80861100,AAPL
2021-10-06,136.27778622694314,138.8964387383312,135.20295726507902,138.7498779296875,,83221100,AAPL
2021-10-07,139.7855986818326,140.9190518423827,139.45338427911526,140.0103302001953,,61732700,AAPL
2021-10-08,140.73339820397527,140.87995899645605,139.2970427994977,139.62925720214844,,58773200,AAPL
2021-10-11,139.01368703802868,141.49554421911762,138.56420909161307,139.54132080078125,,64452200,AAPL
2021-10-12,139.9517211619384,139.97126757292082,137.8118439004276,138.27108764648438,,73035900,AAPL
2021-10-13,138.00726310614547,138.16358964828814,136.0139468710265,137.684814453125,,78762700,AAPL
2021-10-14,138.85736070158842,140.58685278975153,138.27108764845218,140.46958923339844,,69907100,AAPL
2021-10-15,140.4793699361988,141.58349614959462,140.22531132197605,141.52487182617188,,67940300,AAPL
2021-10-18,140.1666871499396,143.47909561279081,139.88333128324254,143.19573974609375,,85589200,AAPL
2021-10-19,143.64520263819782,145.75576773810008,143.19573955238386,145.3551483154297,,76378900,AAPL
2021-10-20,145.29649358936246,146.3224637629304,144.7297670657769,145.8436737060547,,58418800,AAPL
2021-10-21,145.40399172614036,146.21499623763387,144.4855043297612,146.05865478515625,,61421000,AAPL
2021-10-22,146.26388560104417,146.7426608994433,145.2379151037615,145.28677368164062,,58883400,AAPL
2021-10-25,145.27697769272697,145.95118723150932,144.24124155296286,145.23789978027344,,50720600,AAPL
2021-10-26,145.91209424092938,147.38752756365847,145.5994113354405,145.90232849121094,,60893400,AAPL
2021-10-27,145.94139101285785,146.30291753836434,145.09130868119013,145.4430694580078,,56094900,AAPL
2021-10-28,146.39089965518153,149.66421529809745,146.29318250961379,149.0779571533203,,100077900,AAPL
2021-10-29,143.85035788477583,146.50810238824585,143.05889994615762,146.37130737304688,,124953200,AAPL
2021-11-01,145.57987978563986,146.2736207539483,144.4171144592604,145.55056762695312,,74588300,AAPL
2021-11-02,145.25746142260692,148.10086068451773,145.24768076131065,146.58633422851562,,69122000,AAPL
2021-11-03,146.9478455977698,148.49168405814817,146.3908996149076,148.02267456054688,,54511500,AAPL
2021-11-04,148.1105804313896,148.94111635864294,147.19209312751175,147.50477600097656,,60394600,AAPL
2021-11-05,148.63012712450208,148.93347149692437,146.83940090236302,148.03321838378906,,65463900,AAPL
2021-11-08,148.1603949099799,148.31696452355757,146.93722280009231,147.21121215820312,,55020900,AAPL
2021-11-09,146.97639448653322,148.17999196283563,146.83939977322487,147.57330322265625,,56787900,AAPL
2021-11-10,146.80023551358215,146.9078752619248,144.67681041564214,144.74530029296875,,65187100,AAPL
2021-11-11,145.76296742917557,146.22286636426517,144.5104255646951,144.69635009765625,,41000000,AAPL
2021-11-12,145.24440307962732,147.17212433197665,144.3147948704812,146.77093505859375,,63804000,AAPL
2021-11-15,147.14275496726236,148.62035691017905,146.22292685396968,146.78070068359375,,59222800,AAPL
2021-11-16,146.72196856987298,148.23870523347338,146.1348398835429,147.75921630859375,,59256200,AAPL
2021-11-17,147.7592208106454,151.67337235529826,147.7494408070529,150.19578552246094,,88807000,AAPL
2021-11-18,150.4110299216061,155.26456834184324,149.765191484069,154.4817352294922,,137827700,AAPL
2021-11-19,154.26649442831288,157.56417731455713,153.17053675502055,157.10426330566406,,117305600,AAPL
2021-11-22,158.20998681834752,162.14371301680876,157.54458827093626,157.5641632080078,,117467900,AAPL
2021-11-23,157.6620164381372,158.32742995233392,155.64623082003743,157.94580078125,,96041900,AAPL
2021-11-24,157.29993896578694,158.660105803449,156.21376149604953,158.4644012451172,,69463600,AAPL
2021-11-26,156.1452930856568,157.00639624695634,153.00417999336176,153.44451904296875,,76959800,AAPL
2021-11-29,155.94955010034442,157.7304958999759,155.38199643665857,156.80088806152344,,88748200,AAPL
2021-11-30,156.5562854284138,161.9675988704111,156.4877806077615,161.7523193359375,,174048100,AAPL
2021-12-01,163.88551760970591,166.64500155872992,160.99883389139347,161.2336883544922,,152052500,AAPL
2021-12-02,155.33309702351337,160.6759050938818,154.4132690949476,160.24534606933594,,136739200,AAPL
2021-12-03,160.49978216462458,161.41961013164072,156.29206642790317,158.36656188964844,,118023100,AAPL
2021-12-06,160.7639885662799,164.27695105253582,160.75420856233345,161.7718963623047,,107497000,AAPL
2021-12-07,165.45116789916563,167.89751232351225,164.72704457429052,167.50608825683594,,120405400,AAPL
2021-12-08,168.4357343791699,172.18353634737676,167.03641741062992,171.32241821289062,,116998900,AAPL
2021-12-09,171.15603176332104,172.9565375380552,170.18727407030087,170.81353759765625,,108923700,AAPL
2021-12-10,171.4495967498973,175.77473158616564,170.94075296583623,175.5985870361328,,115402700,AAPL
2021-12-13,177.23275419312068,178.22108688608395,171.76273170193855,171.96823120117188,,153237000,AAPL
2021-12-14,171.48870796666682,173.92527187452762,168.5139603440348,170.5884552001953,,139380400,AAPL
2021-12-15,171.3517373886768,175.64751729804553,168.6118288401074,175.45181274414062,,131063300,AAPL
2021-12-16,175.43223547777242,177.25231617436867,167.08531019517628,168.56289672851562,,150185800,AAPL
2021-12-17,166.2829122189755,169.74694420568176,166.0480727156741,167.46694946289062,,195432700,AAPL
2021-12-20,164.66834446331637,166.91898445345717,163.8659512088188,166.10679626464844,,107499100,AAPL
2021-12-21,167.8779505711604,169.48275204230814,165.49031583648394,169.2772674560547,,91185900,AAPL
2021-12-22,169.3261422982902,172.08562553909977,168.45524441835437,171.87034606933594,,92135300,AAPL
2021-12-23,172.07589419886108,173.05443209039555,171.50834043001467,172.4966583251953,,68356600,AAPL
2021-12-27,173.28930900436538,176.5478426777509,173.26974899285423,176.45977783203125,,74919600,AAPL
2021-12-28,176.29336988152778,177.43825729141835,174.69834852343934,175.44203186035156,,79144300,AAPL
2021-12-29,175.48116046274254,176.7532624077505,174.31669825764985,175.53009033203125,,62348900,AAPL
2021-12-30,175.61818975957434,176.69458737092964,174.26780274374727,174.3754425048828,,59773000,AAPL
2021-12-31,174.26780109643352,175.38333364161016,173.45561289396153,173.75897216796875,,64062300,AAPL
2022-01-03,174.01337226981713,178.95499096160628,173.895952516217,178.10365295410156,,104487900,AAPL
2022-01-04,178.71038559647081,179.013729963492,175.27570793184105,175.84326171875,,99310400,AAPL
2022-01-05,175.7551772531539,176.3031560396219,170.89184312629723,171.16583251953125,,94537600,AAPL
2022-01-06,168.99347567343597,171.53767993498516,167.95622799076347,168.30850219726562,,96904000,AAPL
2022-01-07,169.1793866130696,170.40255876885018,167.3593058480161,168.47483825683594,,86709100,AAPL
2022-01-10,165.45114734140734,168.79774430633347,164.5606744980765,168.49440002441406,,106765600,AAPL
2022-01-11,168.62165897014336,171.42026304461638,167.1538521125257,171.32241821289062,,76138300,AAPL
2022-01-12,172.34004419476074,173.37729170304524,171.0679572091586,171.76271057128906,,74805200,AAPL
2022-01-13,172.0073465977702,172.82931463870656,168.10297600637327,168.49440002441406,,84505800,AAPL
2022-01-14,167.66267899736397,170.05031384521072,167.41804452412237,169.35556030273438,,80440800,AAPL
2022-01-18,167.82903798853678,168.8369308798859,165.7741172577152,166.15574645996094,,90956700,AAPL
2022-01-19,166.3514456378891,167.40826837840387,162.37858408989868,162.662353515625,,94815000,AAPL
2022-01-20,163.3962221186515,166.0382709410417,160.6563135530504,160.97923278808594,,91420500,AAPL
2022-01-21,160.89120276470334,162.76021377251277,158.81670715554318,158.92434692382812,,122848900,AAPL
2022-01-24,156.58565431735994,158.81671975397313,151.37982501105924,158.15130615234375,,162294600,AAPL
2022-01-25,155.56793581393717,159.26680751652682,153.65001008067688,156.35076904296875,,115798400,AAPL
2022-01-26,159.99095298775666,160.8618511560036,154.43286466260852,156.26272583007812,,108275300,AAPL
2022-01-27,158.9634528706825,160.3236197319786,154.88295228679408,155.8027801513672,,121954600,AAPL
2022-01-28,162.15350702087153,166.69392186078738,159.30595841103175,166.67434692382812,,179935700,AAPL
2022-01-31,166.5079694467073,171.2440880703996,165.87191101795182,171.02880859375,,115541600,AAPL
2022-02-01,170.27534392743365,171.0875320298687,168.61183278338754,170.8624725341797,,86213900,AAPL
2022-02-02,170.9994831805343,172.105235689561,169.6099612749151,172.0660858154297,,84914300,AAPL
2022-02-03,170.73526997176376,172.45750604377838,168.4259201826274,169.18917846679688,,89418100,AAPL
2022-02-04,168.20937580635172,170.58046717103358,167.22959142271642,168.905029296875,,82465400,AAPL
2022-02-07,169.36554243968104,170.4335039135459,167.4941505320522,168.18980407714844,,77251200,AAPL
2022-02-08,168.258422554484,171.8052533391249,167.9644841540523,171.29576110839844,,74829200,AAPL
2022-02-09,172.49108438879807,173.07894618735656,171.36432311182244,172.7164306640625,,71285000,AAPL
2022-02-10,170.61965636290995,171.9325638827204,168.08201833200982,168.64048767089844,,90865900,AAPL
2022-02-11,168.84625725787345,169.58109560057568,164.64297356543503,165.23085021972656,,98670700,AAPL
2022-02-14,163.98648907913181,166.15181890180784,163.19286620961176,165.46597290039062,,86185500,AAPL
2022-02-15,167.5137664381475,169.45373566949445,166.80832036305304,169.29696655273438,,62527400,AAPL
2022-02-16,168.3759824121772,169.83585183660028,166.6123672162483,169.06182861328125,,61177400,AAPL
2022-02-17,167.57250310838387,168.4347180532064,165.06425776016,165.46597290039062,,69589300,AAPL
2022-02-18,166.3870301609273,167.0924613280084,162.83040723152354,163.91796875,,82772700,AAPL
2022-02-22,161.6448765238355,163.32031494834902,158.87208401329053,160.99822998046875,,91162800,AAPL
2022-02-23,162.19354527351996,162.79121451131508,156.52059869701176,156.83413696289062,,90009200,AAPL
2022-02-24,149.49552020889521,159.55791116992768,148.9272434071185,159.45013427734375,,141147500,AAPL
2022-02-25,160.52789462372328,161.78201763247694,157.61793335879435,161.51748657226562,,91974200,AAPL
2022-02-28,159.76365924798694,162.07595128148682,159.14639022474867,161.78201293945312,,95056600,AAPL
2022-03-01,161.37052533149114,163.23212509592508,158.6957174816516,159.90084838867188,,83474400,AAPL
2022-03-02,161.06678613054137,163.97674752234462,159.65589394659725,163.1929168701172,,79724800,AAPL
2022-03-03,165.06432138955572,165.4954290281514,162.20335200198932,162.86959838867188,,76678400,AAPL
2022-03-04,161.16475211398938,162.2033212553789,158.82306783943153,159.87142944335938,,83737200,AAPL
2022-03-07,160.05758861933697,161.68403439715155,155.82491261205914,156.0796661376953,,96418800,AAPL
2022-03-08,155.60937048225745,159.58729287941838,152.65041731502816,154.25726318359375,,131148300,AAPL
2022-03-09,158.21559935544633,160.10659124427465,156.1874531828048,159.6558837890625,,91454900,AAPL
2022-03-10,156.96149116992498,157.1476526374479,152.82679892923494,155.31546020507812,,105342000,AAPL
2022-03-11,155.71714267170483,156.06007322521145,151.37670453340775,151.60205078125,,96970100,AAPL
2022-03-14,148.38832650780375,151.0043487465107,147.06562669739512,147.57510375976562,,108732100,AAPL
2022-03-15,147.84947354452075,152.42508026860065,147.33999637401098,151.95477294921875,,92964300,AAPL
2022-03-16,153.87515407206308,156.76551526978483,151.33751588171134,156.36380004882812,,102300200,AAPL
2022-03-17,155.40363939181822,157.74532403885397,154.4434546489776,157.3730010986328,,75615400,AAPL
2022-03-18,157.2652159266267,161.15496186500974,156.53037749922927,160.66506958007812,,123511700,AAPL
2022-03-21,160.2045664067095,162.9871658912754,159.71467413165345,162.03677368164062,,95811400,AAPL
2022-03-22,162.16415722656538,165.99511891868582,161.57629538795769,165.40725708007812,,81532000,AAPL
2022-03-23,164.5940116285297,169.15000379737148,164.2608735199057,166.76913452148438,,98062700,AAPL
2022-03-24,167.60195565228418,170.61969409297694,166.769147690774,170.55111694335938,,90131400,AAPL
2022-03-25,170.36495751522006,171.7366500272882,169.25779609098333,171.18797302246094,,80546200,AAPL
2022-03-28,168.6895171187773,172.17754799227433,168.5229555265403,172.05018615722656,,90371900,AAPL
2022-03-29,173.11812439551318,175.39121664425457,172.7751938429614,175.3422393798828,,100589400,AAPL
2022-03-30,174.94053078604693,175.979099995584,173.12792342578476,174.17630004882812,,92633200,AAPL
2022-03-31,174.2448849220912,174.43104638306448,170.87442359799343,171.08018493652344,,103049300,AAPL
2022-04-01,170.51188591642043,171.34470867552832,168.46414001265768,170.78622436523438,,78751300,AAPL
2022-04-04,171.04097225778014,174.88172536504146,170.91359549990895,174.83273315429688,,76468400,AAPL
2022-04-05,173.9117489626708,174.6955795536943,170.8940109049415,171.5210723876953,,73401800,AAPL
2022-04-06,168.87566890286308,170.11999949152553,166.69075350018778,168.35638427734375,,89058800,AAPL
2022-04-07,167.69991063657648,169.85543344405016,166.41639539463952,168.66009521484375,,77594700,AAPL
2022-04-08,168.30740398265033,168.30740398265033,165.7795578216243,166.6515655517578,,76575500,AAPL
